,time,temperature,rain,windspeed,precipitationHcount,city,VolatilityScore,VolatilityRiskStatus,30_day_avg,year
0,2010-01-01,26.1,0.0,11.7,0,Colombo,0.6157445077298611,NO,,2010
1,2010-01-02,26.2,0.1,13.0,1,Colombo,0.5157445077298632,NO,,2010
2,2010-01-03,26.0,0.6,12.3,3,Colombo,0.7157445077298625,NO,,2010
3,2010-01-04,25.3,0.0,17.0,0,Colombo,1.4157445077298618,YES,,2010
4,2010-01-05,24.5,0.0,18.7,0,Colombo,2.2157445077298625,YES,,2010
5,2010-01-06,25.0,0.0,17.1,0,Colombo,1.7157445077298625,YES,,2010
6,2010-01-07,25.8,0.0,13.5,0,Colombo,0.9157445077298618,NO,,2010
7,2010-01-08,25.5,0.8,13.0,3,Colombo,1.2157445077298625,YES,,2010
8,2010-01-09,25.9,3.2,11.5,5,Colombo,0.815744507729864,NO,,2010
9,2010-01-10,26.1,0.1,6.9,1,Colombo,0.6157445077298611,NO,,2010
10,2010-01-11,26.4,0.7,6.4,5,Colombo,0.31574450772986395,NO,,2010
11,2010-01-12,26.1,6.8,11.2,4,Colombo,0.6157445077298611,NO,,2010
12,2010-01-13,26.2,4.8,7.6,10,Colombo,0.5157445077298632,NO,,2010
13,2010-01-14,26.2,5.7,10.2,4,Colombo,0.5157445077298632,NO,,2010
14,2010-01-15,26.5,0.0,12.4,0,Colombo,0.21574450772986253,NO,,2010
15,2010-01-16,26.6,3.3,10.8,4,Colombo,0.11574450772986111,NO,,2010
16,2010-01-17,26.5,2.7,14.2,4,Colombo,0.21574450772986253,NO,,2010
17,2010-01-18,26.1,4.5,9.8,5,Colombo,0.6157445077298611,NO,,2010
18,2010-01-19,26.8,4.9,9.4,5,Colombo,0.08425549227013818,NO,,2010
19,2010-01-20,26.8,0.0,11.2,0,Colombo,0.08425549227013818,NO,,2010
20,2010-01-21,26.4,0.0,14.9,0,Colombo,0.31574450772986395,NO,,2010
21,2010-01-22,26.1,0.0,13.8,0,Colombo,0.6157445077298611,NO,,2010
22,2010-01-23,25.9,0.0,13.7,0,Colombo,0.815744507729864,NO,,2010
23,2010-01-24,26.7,0.0,9.0,0,Colombo,0.015744507729863244,NO,,2010
24,2010-01-25,27.3,0.0,10.1,0,Colombo,0.5842554922701382,NO,,2010
25,2010-01-26,27.9,0.0,7.9,0,Colombo,1.184255492270136,YES,,2010
26,2010-01-27,28.0,0.2,9.4,2,Colombo,1.2842554922701375,YES,,2010
27,2010-01-28,28.1,0.1,14.3,1,Colombo,1.3842554922701389,YES,,2010
28,2010-01-29,28.1,0.0,14.2,0,Colombo,1.3842554922701389,YES,,2010
29,2010-01-30,25.9,48.9,15.5,11,Colombo,0.815744507729864,NO,26.366666666666667,2010
30,2010-01-31,26.8,3.8,11.5,5,Colombo,0.08425549227013818,NO,26.389999999999997,2010
31,2010-02-01,26.5,17.1,11.6,8,Colombo,0.21574450772986253,NO,26.4,2010
32,2010-02-02,26.8,10.4,10.1,11,Colombo,0.08425549227013818,NO,26.42666666666667,2010
33,2010-02-03,26.9,0.0,14.8,0,Colombo,0.18425549227013605,NO,26.48,2010
34,2010-02-04,27.0,0.0,11.3,0,Colombo,0.28425549227013747,NO,26.563333333333333,2010
35,2010-02-05,27.2,0.0,14.2,0,Colombo,0.48425549227013676,NO,26.636666666666667,2010
36,2010-02-06,27.4,0.0,12.8,0,Colombo,0.684255492270136,NO,26.69,2010
37,2010-02-07,27.2,0.0,15.0,0,Colombo,0.48425549227013676,NO,26.746666666666666,2010
38,2010-02-08,27.5,0.0,14.2,0,Colombo,0.7842554922701375,NO,26.8,2010
39,2010-02-09,26.6,1.1,9.2,3,Colombo,0.11574450772986111,NO,26.816666666666666,2010
40,2010-02-10,28.3,2.0,12.0,5,Colombo,1.5842554922701382,YES,26.880000000000003,2010
41,2010-02-11,27.5,0.7,9.3,4,Colombo,0.7842554922701375,NO,26.92666666666667,2010
42,2010-02-12,26.9,0.7,10.5,3,Colombo,0.18425549227013605,NO,26.95,2010
43,2010-02-13,27.5,3.6,9.6,6,Colombo,0.7842554922701375,NO,26.993333333333336,2010
44,2010-02-14,27.8,0.0,9.2,0,Colombo,1.0842554922701382,YES,27.03666666666667,2010
45,2010-02-15,28.5,0.1,12.8,1,Colombo,1.7842554922701375,YES,27.1,2010
46,2010-02-16,28.0,2.6,5.7,8,Colombo,1.2842554922701375,YES,27.15,2010
47,2010-02-17,28.0,6.8,6.3,6,Colombo,1.2842554922701375,YES,27.21333333333333,2010
48,2010-02-18,26.8,19.7,13.1,8,Colombo,0.08425549227013818,NO,27.213333333333335,2010
49,2010-02-19,27.7,0.1,8.5,1,Colombo,0.9842554922701368,YES,27.243333333333332,2010
50,2010-02-20,27.6,0.9,13.2,6,Colombo,0.8842554922701389,NO,27.283333333333335,2010
51,2010-02-21,28.3,0.0,10.6,0,Colombo,1.5842554922701382,YES,27.356666666666666,2010
52,2010-02-22,28.5,0.0,15.8,0,Colombo,1.7842554922701375,YES,27.44333333333333,2010
53,2010-02-23,28.1,0.3,14.2,2,Colombo,1.3842554922701389,YES,27.49,2010
54,2010-02-24,27.2,3.6,11.5,13,Colombo,0.48425549227013676,NO,27.486666666666668,2010
55,2010-02-25,27.7,0.0,13.4,0,Colombo,0.9842554922701368,YES,27.48,2010
56,2010-02-26,28.1,0.0,12.3,0,Colombo,1.3842554922701389,YES,27.483333333333334,2010
57,2010-02-27,28.0,0.0,11.0,0,Colombo,1.2842554922701375,YES,27.48,2010
58,2010-02-28,28.2,0.1,13.4,1,Colombo,1.4842554922701368,YES,27.483333333333334,2010
59,2010-03-01,28.1,0.0,13.0,0,Colombo,1.3842554922701389,YES,27.55666666666667,2010
60,2010-03-02,28.0,0.0,14.1,0,Colombo,1.2842554922701375,YES,27.59666666666667,2010
61,2010-03-03,28.4,0.0,11.8,0,Colombo,1.684255492270136,YES,27.660000000000004,2010
62,2010-03-04,27.7,1.7,14.6,6,Colombo,0.9842554922701368,YES,27.689999999999998,2010
63,2010-03-05,27.2,0.0,14.5,0,Colombo,0.48425549227013676,NO,27.7,2010
64,2010-03-06,27.8,0.0,13.9,0,Colombo,1.0842554922701382,YES,27.726666666666667,2010
65,2010-03-07,29.0,0.0,15.5,0,Colombo,2.2842554922701375,YES,27.786666666666665,2010
66,2010-03-08,29.2,0.9,12.3,6,Colombo,2.4842554922701368,YES,27.846666666666668,2010
67,2010-03-09,29.2,0.1,12.9,1,Colombo,2.4842554922701368,YES,27.913333333333338,2010
68,2010-03-10,29.2,0.0,14.2,0,Colombo,2.4842554922701368,YES,27.970000000000002,2010
69,2010-03-11,29.7,0.2,16.3,1,Colombo,2.9842554922701368,YES,28.073333333333334,2010
70,2010-03-12,28.5,6.6,11.6,5,Colombo,1.7842554922701375,YES,28.08,2010
71,2010-03-13,28.3,4.4,10.7,6,Colombo,1.5842554922701382,YES,28.106666666666666,2010
72,2010-03-14,28.4,1.1,10.5,5,Colombo,1.684255492270136,YES,28.156666666666663,2010
73,2010-03-15,28.3,0.2,12.6,2,Colombo,1.5842554922701382,YES,28.183333333333334,2010
74,2010-03-16,28.2,0.3,10.0,3,Colombo,1.4842554922701368,YES,28.196666666666665,2010
75,2010-03-17,28.7,0.0,13.7,0,Colombo,1.9842554922701368,YES,28.203333333333333,2010
76,2010-03-18,28.1,2.2,7.6,6,Colombo,1.3842554922701389,YES,28.206666666666667,2010
77,2010-03-19,28.5,0.5,10.9,2,Colombo,1.7842554922701375,YES,28.223333333333336,2010
78,2010-03-20,29.6,0.0,11.9,0,Colombo,2.884255492270139,YES,28.316666666666666,2010
79,2010-03-21,29.0,0.3,11.3,3,Colombo,2.2842554922701375,YES,28.360000000000003,2010
80,2010-03-22,28.7,0.6,12.0,4,Colombo,1.9842554922701368,YES,28.396666666666665,2010
81,2010-03-23,28.2,3.4,11.6,13,Colombo,1.4842554922701368,YES,28.393333333333334,2010
82,2010-03-24,27.8,1.6,15.3,6,Colombo,1.0842554922701382,YES,28.37,2010
83,2010-03-25,29.1,0.4,11.8,3,Colombo,2.384255492270139,YES,28.403333333333332,2010
84,2010-03-26,28.1,12.0,13.6,13,Colombo,1.3842554922701389,YES,28.433333333333334,2010
85,2010-03-27,27.5,3.7,11.4,12,Colombo,0.7842554922701375,NO,28.42666666666667,2010
86,2010-03-28,28.0,5.0,7.9,12,Colombo,1.2842554922701375,YES,28.423333333333336,2010
87,2010-03-29,28.2,0.3,9.0,2,Colombo,1.4842554922701368,YES,28.43,2010
88,2010-03-30,27.5,9.5,14.4,8,Colombo,0.7842554922701375,NO,28.406666666666663,2010
89,2010-03-31,27.4,9.1,12.2,15,Colombo,0.684255492270136,NO,28.383333333333333,2010
90,2010-04-01,27.6,5.5,13.6,13,Colombo,0.8842554922701389,NO,28.369999999999997,2010
91,2010-04-02,28.5,1.2,10.2,8,Colombo,1.7842554922701375,YES,28.37333333333333,2010
92,2010-04-03,28.1,1.5,12.9,7,Colombo,1.3842554922701389,YES,28.386666666666667,2010
93,2010-04-04,27.1,14.2,11.3,14,Colombo,0.3842554922701389,NO,28.383333333333333,2010
94,2010-04-05,27.1,10.0,10.5,9,Colombo,0.3842554922701389,NO,28.360000000000003,2010
95,2010-04-06,27.3,29.5,9.4,10,Colombo,0.5842554922701382,NO,28.303333333333335,2010
96,2010-04-07,27.3,14.1,9.4,11,Colombo,0.5842554922701382,NO,28.240000000000002,2010
97,2010-04-08,28.1,0.6,8.0,4,Colombo,1.3842554922701389,YES,28.20333333333333,2010
98,2010-04-09,27.5,15.3,7.4,7,Colombo,0.7842554922701375,NO,28.14666666666667,2010
99,2010-04-10,27.4,10.5,10.6,8,Colombo,0.684255492270136,NO,28.07,2010
100,2010-04-11,27.8,7.8,11.5,5,Colombo,1.0842554922701382,YES,28.046666666666667,2010
101,2010-04-12,28.1,2.9,10.0,7,Colombo,1.3842554922701389,YES,28.040000000000003,2010
102,2010-04-13,27.8,4.2,13.0,9,Colombo,1.0842554922701382,YES,28.02,2010
103,2010-04-14,26.4,16.2,11.5,17,Colombo,0.31574450772986395,NO,27.956666666666667,2010
104,2010-04-15,28.1,2.0,10.0,7,Colombo,1.3842554922701389,YES,27.953333333333333,2010
105,2010-04-16,27.6,3.0,10.2,5,Colombo,0.8842554922701389,NO,27.916666666666668,2010
106,2010-04-17,27.5,8.1,11.0,9,Colombo,0.7842554922701375,NO,27.896666666666665,2010
107,2010-04-18,27.6,11.1,10.5,15,Colombo,0.8842554922701389,NO,27.866666666666667,2010
108,2010-04-19,27.5,5.4,12.1,9,Colombo,0.7842554922701375,NO,27.796666666666667,2010
109,2010-04-20,27.9,2.9,13.1,10,Colombo,1.184255492270136,YES,27.759999999999998,2010
110,2010-04-21,27.3,6.7,14.2,13,Colombo,0.5842554922701382,NO,27.713333333333335,2010
111,2010-04-22,27.5,7.7,10.3,16,Colombo,0.7842554922701375,NO,27.69,2010
112,2010-04-23,27.1,14.4,14.3,12,Colombo,0.3842554922701389,NO,27.666666666666668,2010
113,2010-04-24,26.4,21.5,13.9,15,Colombo,0.31574450772986395,NO,27.576666666666668,2010
114,2010-04-25,27.4,8.5,11.3,14,Colombo,0.684255492270136,NO,27.553333333333335,2010
115,2010-04-26,27.3,8.8,10.8,9,Colombo,0.5842554922701382,NO,27.546666666666667,2010
116,2010-04-27,27.6,6.2,11.3,7,Colombo,0.8842554922701389,NO,27.533333333333335,2010
117,2010-04-28,27.7,5.8,7.4,7,Colombo,0.9842554922701368,YES,27.51666666666667,2010
118,2010-04-29,27.8,6.9,11.2,7,Colombo,1.0842554922701382,YES,27.526666666666667,2010
119,2010-04-30,27.3,8.0,9.4,11,Colombo,0.5842554922701382,NO,27.52333333333333,2010
120,2010-05-01,27.9,6.8,10.3,10,Colombo,1.184255492270136,YES,27.53333333333334,2010
121,2010-05-02,28.0,6.1,9.2,10,Colombo,1.2842554922701375,YES,27.51666666666667,2010
122,2010-05-03,27.5,7.9,11.9,9,Colombo,0.7842554922701375,NO,27.49666666666667,2010
123,2010-05-04,27.8,2.4,13.4,11,Colombo,1.0842554922701382,YES,27.52,2010
124,2010-05-05,27.7,1.7,13.8,7,Colombo,0.9842554922701368,YES,27.540000000000003,2010
125,2010-05-06,27.8,7.7,11.3,8,Colombo,1.0842554922701382,YES,27.55666666666667,2010
126,2010-05-07,27.6,13.0,12.4,13,Colombo,0.8842554922701389,NO,27.566666666666666,2010
127,2010-05-08,27.1,20.8,11.0,17,Colombo,0.3842554922701389,NO,27.53333333333334,2010
128,2010-05-09,26.4,17.1,14.8,16,Colombo,0.31574450772986395,NO,27.496666666666666,2010
129,2010-05-10,28.0,3.1,14.3,6,Colombo,1.2842554922701375,YES,27.516666666666666,2010
130,2010-05-11,28.2,4.0,14.1,11,Colombo,1.4842554922701368,YES,27.529999999999998,2010
131,2010-05-12,27.8,8.6,11.3,21,Colombo,1.0842554922701382,YES,27.52,2010
132,2010-05-13,27.9,8.1,13.7,18,Colombo,1.184255492270136,YES,27.523333333333333,2010
133,2010-05-14,27.2,11.9,14.0,17,Colombo,0.48425549227013676,NO,27.55,2010
134,2010-05-15,27.5,8.1,16.5,20,Colombo,0.7842554922701375,NO,27.530000000000005,2010
135,2010-05-16,26.9,6.7,14.8,16,Colombo,0.18425549227013605,NO,27.506666666666668,2010
136,2010-05-17,26.7,8.4,14.6,18,Colombo,0.015744507729863244,NO,27.48,2010
137,2010-05-18,26.5,9.6,19.4,20,Colombo,0.21574450772986253,NO,27.44333333333333,2010
138,2010-05-19,26.9,11.9,16.9,21,Colombo,0.18425549227013605,NO,27.423333333333336,2010
139,2010-05-20,26.4,55.8,23.0,23,Colombo,0.31574450772986395,NO,27.373333333333335,2010
140,2010-05-21,26.2,16.2,17.3,22,Colombo,0.5157445077298632,NO,27.336666666666662,2010
141,2010-05-22,26.6,17.7,16.5,21,Colombo,0.11574450772986111,NO,27.306666666666665,2010
142,2010-05-23,26.5,13.8,17.1,21,Colombo,0.21574450772986253,NO,27.28666666666667,2010
143,2010-05-24,26.9,14.3,19.2,21,Colombo,0.18425549227013605,NO,27.30333333333333,2010
144,2010-05-25,27.1,14.7,17.1,18,Colombo,0.3842554922701389,NO,27.293333333333333,2010
145,2010-05-26,27.6,4.7,18.3,18,Colombo,0.8842554922701389,NO,27.303333333333335,2010
146,2010-05-27,27.6,3.1,17.9,14,Colombo,0.8842554922701389,NO,27.303333333333335,2010
147,2010-05-28,27.2,6.1,15.2,13,Colombo,0.48425549227013676,NO,27.286666666666665,2010
148,2010-05-29,27.1,4.5,17.2,18,Colombo,0.3842554922701389,NO,27.263333333333332,2010
149,2010-05-30,27.2,2.6,17.2,11,Colombo,0.48425549227013676,NO,27.26,2010
150,2010-05-31,27.7,2.7,15.5,13,Colombo,0.9842554922701368,YES,27.25333333333333,2010
151,2010-06-01,28.1,3.8,15.0,19,Colombo,1.3842554922701389,YES,27.256666666666664,2010
152,2010-06-02,27.7,2.1,13.5,9,Colombo,0.9842554922701368,YES,27.263333333333332,2010
153,2010-06-03,27.6,1.6,13.6,12,Colombo,0.8842554922701389,NO,27.256666666666668,2010
154,2010-06-04,27.1,9.0,15.4,19,Colombo,0.3842554922701389,NO,27.236666666666665,2010
155,2010-06-05,26.4,26.1,21.0,23,Colombo,0.31574450772986395,NO,27.19,2010
156,2010-06-06,26.5,17.6,22.8,20,Colombo,0.21574450772986253,NO,27.153333333333332,2010
157,2010-06-07,27.0,19.4,20.2,23,Colombo,0.28425549227013747,NO,27.15,2010
158,2010-06-08,27.4,9.4,20.7,17,Colombo,0.684255492270136,NO,27.183333333333334,2010
159,2010-06-09,26.5,18.7,22.1,24,Colombo,0.21574450772986253,NO,27.133333333333333,2010
160,2010-06-10,26.1,44.5,26.7,24,Colombo,0.6157445077298611,NO,27.063333333333336,2010
161,2010-06-11,26.4,16.5,24.1,24,Colombo,0.31574450772986395,NO,27.016666666666666,2010
162,2010-06-12,26.4,10.6,17.7,22,Colombo,0.31574450772986395,NO,26.966666666666665,2010
163,2010-06-13,26.4,7.2,13.5,20,Colombo,0.31574450772986395,NO,26.939999999999998,2010
164,2010-06-14,26.5,9.3,13.5,10,Colombo,0.21574450772986253,NO,26.906666666666663,2010
165,2010-06-15,27.2,4.6,14.1,12,Colombo,0.48425549227013676,NO,26.916666666666668,2010
166,2010-06-16,27.0,3.5,14.8,14,Colombo,0.28425549227013747,NO,26.92666666666667,2010
167,2010-06-17,26.3,8.7,14.7,17,Colombo,0.4157445077298618,NO,26.92,2010
168,2010-06-18,26.4,7.1,14.6,16,Colombo,0.31574450772986395,NO,26.903333333333332,2010
169,2010-06-19,26.4,6.2,16.0,18,Colombo,0.31574450772986395,NO,26.90333333333333,2010
170,2010-06-20,26.7,3.9,16.2,14,Colombo,0.015744507729863244,NO,26.92,2010
171,2010-06-21,26.7,9.1,14.5,19,Colombo,0.015744507729863244,NO,26.923333333333336,2010
172,2010-06-22,26.6,12.3,17.3,18,Colombo,0.11574450772986111,NO,26.926666666666666,2010
173,2010-06-23,26.3,25.7,21.6,24,Colombo,0.4157445077298618,NO,26.90666666666667,2010
174,2010-06-24,27.0,18.9,19.5,20,Colombo,0.28425549227013747,NO,26.903333333333332,2010
175,2010-06-25,27.5,3.5,25.5,16,Colombo,0.7842554922701375,NO,26.9,2010
176,2010-06-26,27.0,8.9,17.4,19,Colombo,0.28425549227013747,NO,26.88,2010
177,2010-06-27,26.8,10.2,16.3,21,Colombo,0.08425549227013818,NO,26.866666666666667,2010
178,2010-06-28,26.0,36.3,18.5,24,Colombo,0.7157445077298625,NO,26.83,2010
179,2010-06-29,26.6,19.6,19.8,19,Colombo,0.11574450772986111,NO,26.81,2010
180,2010-06-30,26.4,13.3,21.7,8,Colombo,0.31574450772986395,NO,26.766666666666666,2010
181,2010-07-01,25.9,17.1,20.5,20,Colombo,0.815744507729864,NO,26.69333333333333,2010
182,2010-07-02,26.2,3.5,18.5,16,Colombo,0.5157445077298632,NO,26.64333333333333,2010
183,2010-07-03,26.1,5.1,16.3,20,Colombo,0.6157445077298611,NO,26.59333333333333,2010
184,2010-07-04,26.3,3.5,16.6,16,Colombo,0.4157445077298618,NO,26.566666666666666,2010
185,2010-07-05,25.8,24.7,17.0,21,Colombo,0.9157445077298618,NO,26.546666666666667,2010
186,2010-07-06,26.4,0.6,21.8,4,Colombo,0.31574450772986395,NO,26.543333333333333,2010
187,2010-07-07,27.0,2.3,10.9,4,Colombo,0.28425549227013747,NO,26.543333333333333,2010
188,2010-07-08,26.7,10.0,9.7,9,Colombo,0.015744507729863244,NO,26.519999999999996,2010
189,2010-07-09,26.6,5.4,8.3,10,Colombo,0.11574450772986111,NO,26.52333333333333,2010
190,2010-07-10,27.0,2.4,16.1,4,Colombo,0.28425549227013747,NO,26.55333333333333,2010
191,2010-07-11,26.8,2.0,17.7,4,Colombo,0.08425549227013818,NO,26.566666666666666,2010
192,2010-07-12,26.0,10.9,18.6,16,Colombo,0.7157445077298625,NO,26.553333333333335,2010
193,2010-07-13,26.2,5.2,16.6,14,Colombo,0.5157445077298632,NO,26.546666666666667,2010
194,2010-07-14,26.2,15.4,17.3,22,Colombo,0.5157445077298632,NO,26.53666666666667,2010
195,2010-07-15,26.2,12.5,17.8,21,Colombo,0.5157445077298632,NO,26.50333333333333,2010
196,2010-07-16,25.8,14.6,21.4,14,Colombo,0.9157445077298618,NO,26.46333333333333,2010
197,2010-07-17,26.1,13.9,19.8,22,Colombo,0.6157445077298611,NO,26.456666666666667,2010
198,2010-07-18,26.6,13.1,22.0,20,Colombo,0.11574450772986111,NO,26.463333333333335,2010
199,2010-07-19,26.1,21.4,21.1,24,Colombo,0.6157445077298611,NO,26.453333333333333,2010
200,2010-07-20,25.9,7.0,15.9,21,Colombo,0.815744507729864,NO,26.426666666666666,2010
201,2010-07-21,26.7,3.2,16.0,18,Colombo,0.015744507729863244,NO,26.426666666666666,2010
202,2010-07-22,26.9,0.5,16.4,4,Colombo,0.18425549227013605,NO,26.436666666666667,2010
203,2010-07-23,26.8,3.7,21.2,16,Colombo,0.08425549227013818,NO,26.453333333333333,2010
204,2010-07-24,26.8,6.3,17.9,9,Colombo,0.08425549227013818,NO,26.446666666666665,2010
205,2010-07-25,26.4,6.4,16.2,10,Colombo,0.31574450772986395,NO,26.41,2010
206,2010-07-26,26.8,2.4,16.9,8,Colombo,0.08425549227013818,NO,26.403333333333332,2010
207,2010-07-27,26.6,12.5,21.3,18,Colombo,0.11574450772986111,NO,26.39666666666667,2010
208,2010-07-28,26.5,9.0,18.0,19,Colombo,0.21574450772986253,NO,26.413333333333338,2010
209,2010-07-29,26.5,2.2,17.0,7,Colombo,0.21574450772986253,NO,26.41,2010
210,2010-07-30,26.2,5.6,15.0,15,Colombo,0.5157445077298632,NO,26.403333333333332,2010
211,2010-07-31,26.5,4.3,15.9,6,Colombo,0.21574450772986253,NO,26.423333333333336,2010
212,2010-08-01,26.7,1.0,18.5,4,Colombo,0.015744507729863244,NO,26.44,2010
213,2010-08-02,26.7,3.1,19.5,13,Colombo,0.015744507729863244,NO,26.459999999999997,2010
214,2010-08-03,26.1,15.5,15.2,21,Colombo,0.6157445077298611,NO,26.453333333333333,2010
215,2010-08-04,26.4,2.7,14.2,6,Colombo,0.31574450772986395,NO,26.473333333333333,2010
216,2010-08-05,26.8,3.1,18.4,15,Colombo,0.08425549227013818,NO,26.486666666666668,2010
217,2010-08-06,26.5,3.0,17.3,15,Colombo,0.21574450772986253,NO,26.470000000000002,2010
218,2010-08-07,26.6,1.7,17.1,9,Colombo,0.11574450772986111,NO,26.466666666666665,2010
219,2010-08-08,26.5,6.4,17.3,18,Colombo,0.21574450772986253,NO,26.463333333333335,2010
220,2010-08-09,26.3,14.8,17.5,14,Colombo,0.4157445077298618,NO,26.44,2010
221,2010-08-10,27.0,2.1,19.9,9,Colombo,0.28425549227013747,NO,26.446666666666665,2010
222,2010-08-11,26.9,2.1,22.1,13,Colombo,0.18425549227013605,NO,26.476666666666667,2010
223,2010-08-12,26.3,9.6,21.0,19,Colombo,0.4157445077298618,NO,26.480000000000004,2010
224,2010-08-13,25.9,22.3,21.5,19,Colombo,0.815744507729864,NO,26.470000000000002,2010
225,2010-08-14,26.4,7.0,22.2,21,Colombo,0.31574450772986395,NO,26.47666666666667,2010
226,2010-08-15,26.2,3.6,25.1,14,Colombo,0.5157445077298632,NO,26.49,2010
227,2010-08-16,26.0,5.2,18.9,16,Colombo,0.7157445077298625,NO,26.486666666666665,2010
228,2010-08-17,26.3,1.5,25.6,5,Colombo,0.4157445077298618,NO,26.47666666666667,2010
229,2010-08-18,26.2,1.3,21.8,7,Colombo,0.5157445077298632,NO,26.48,2010
230,2010-08-19,26.2,1.0,17.7,4,Colombo,0.5157445077298632,NO,26.490000000000002,2010
231,2010-08-20,25.8,11.6,17.6,17,Colombo,0.9157445077298618,NO,26.459999999999997,2010
232,2010-08-21,25.7,5.6,19.4,18,Colombo,1.0157445077298632,YES,26.42,2010
233,2010-08-22,26.2,0.7,17.3,5,Colombo,0.5157445077298632,NO,26.4,2010
234,2010-08-23,26.3,3.4,25.3,17,Colombo,0.4157445077298618,NO,26.383333333333333,2010
235,2010-08-24,26.2,5.7,24.5,18,Colombo,0.5157445077298632,NO,26.37666666666667,2010
236,2010-08-25,26.0,2.2,23.8,8,Colombo,0.7157445077298625,NO,26.35,2010
237,2010-08-26,26.1,1.7,18.2,5,Colombo,0.6157445077298611,NO,26.333333333333332,2010
238,2010-08-27,26.2,1.9,19.5,7,Colombo,0.5157445077298632,NO,26.323333333333334,2010
239,2010-08-28,25.8,11.8,19.9,19,Colombo,0.9157445077298618,NO,26.3,2010
240,2010-08-29,25.1,29.7,17.0,24,Colombo,1.6157445077298611,YES,26.263333333333332,2010
241,2010-08-30,25.1,20.2,27.0,16,Colombo,1.6157445077298611,YES,26.216666666666665,2010
242,2010-08-31,25.8,0.0,16.7,0,Colombo,0.9157445077298618,NO,26.186666666666664,2010
243,2010-09-01,26.2,0.0,15.6,0,Colombo,0.5157445077298632,NO,26.17,2010
244,2010-09-02,26.2,1.2,18.4,6,Colombo,0.5157445077298632,NO,26.173333333333336,2010
245,2010-09-03,26.5,3.8,21.6,21,Colombo,0.21574450772986253,NO,26.17666666666667,2010
246,2010-09-04,26.2,1.8,18.1,12,Colombo,0.5157445077298632,NO,26.156666666666663,2010
247,2010-09-05,26.4,1.7,17.1,9,Colombo,0.31574450772986395,NO,26.15333333333333,2010
248,2010-09-06,26.1,3.4,16.4,15,Colombo,0.6157445077298611,NO,26.136666666666667,2010
249,2010-09-07,26.5,1.4,17.7,9,Colombo,0.21574450772986253,NO,26.136666666666663,2010
250,2010-09-08,26.5,5.0,17.6,20,Colombo,0.21574450772986253,NO,26.14333333333333,2010
251,2010-09-09,26.2,6.7,13.0,19,Colombo,0.5157445077298632,NO,26.116666666666667,2010
252,2010-09-10,25.8,10.9,11.9,20,Colombo,0.9157445077298618,NO,26.08,2010
253,2010-09-11,26.7,1.0,15.6,6,Colombo,0.015744507729863244,NO,26.09333333333333,2010
254,2010-09-12,26.5,2.7,13.0,8,Colombo,0.21574450772986253,NO,26.113333333333333,2010
255,2010-09-13,26.2,7.7,17.2,19,Colombo,0.5157445077298632,NO,26.106666666666666,2010
256,2010-09-14,26.1,5.0,14.1,18,Colombo,0.6157445077298611,NO,26.103333333333335,2010
257,2010-09-15,26.1,5.6,18.8,14,Colombo,0.6157445077298611,NO,26.10666666666667,2010
258,2010-09-16,26.6,6.1,17.7,15,Colombo,0.11574450772986111,NO,26.116666666666667,2010
259,2010-09-17,27.0,1.5,16.0,10,Colombo,0.28425549227013747,NO,26.143333333333334,2010
260,2010-09-18,25.9,31.2,21.4,20,Colombo,0.815744507729864,NO,26.133333333333333,2010
261,2010-09-19,26.0,14.3,15.4,19,Colombo,0.7157445077298625,NO,26.14,2010
262,2010-09-20,26.3,4.2,14.8,14,Colombo,0.4157445077298618,NO,26.16,2010
263,2010-09-21,25.8,8.7,9.7,20,Colombo,0.9157445077298618,NO,26.146666666666665,2010
264,2010-09-22,25.8,16.2,12.8,22,Colombo,0.9157445077298618,NO,26.13,2010
265,2010-09-23,25.4,18.9,14.5,20,Colombo,1.315744507729864,YES,26.10333333333333,2010
266,2010-09-24,25.1,40.4,15.4,24,Colombo,1.6157445077298611,YES,26.07333333333333,2010
267,2010-09-25,26.1,4.8,14.1,12,Colombo,0.6157445077298611,NO,26.073333333333334,2010
268,2010-09-26,26.0,6.0,11.3,12,Colombo,0.7157445077298625,NO,26.066666666666666,2010
269,2010-09-27,25.6,20.6,14.1,15,Colombo,1.1157445077298611,YES,26.060000000000002,2010
270,2010-09-28,25.4,10.5,13.6,20,Colombo,1.315744507729864,YES,26.07,2010
271,2010-09-29,24.6,20.2,9.7,22,Colombo,2.115744507729861,YES,26.053333333333335,2010
272,2010-09-30,25.5,5.6,7.9,12,Colombo,1.2157445077298625,YES,26.043333333333333,2010
273,2010-10-01,25.9,28.3,12.3,21,Colombo,0.815744507729864,NO,26.033333333333335,2010
274,2010-10-02,24.7,69.3,16.0,23,Colombo,2.0157445077298632,YES,25.983333333333334,2010
275,2010-10-03,25.7,23.1,19.9,19,Colombo,1.0157445077298632,YES,25.956666666666663,2010
276,2010-10-04,27.0,6.0,21.7,18,Colombo,0.28425549227013747,NO,25.983333333333334,2010
277,2010-10-05,26.5,10.1,23.2,21,Colombo,0.21574450772986253,NO,25.986666666666668,2010
278,2010-10-06,26.3,10.5,23.0,23,Colombo,0.4157445077298618,NO,25.993333333333336,2010
279,2010-10-07,26.3,11.4,21.6,18,Colombo,0.4157445077298618,NO,25.986666666666668,2010
280,2010-10-08,26.2,12.2,18.5,20,Colombo,0.5157445077298632,NO,25.97666666666667,2010
