,time,temperature,rain,windspeed,precipitationHcount,city,VolatilityScore,VolatilityRiskStatus,30_day_avg
4861,2023-04-24,27.9,12.9,12.1,13,Colombo,1.184255492270136,YES,27.970000000000002
4874,2023-05-07,27.9,3.5,15.6,18,Colombo,1.184255492270136,YES,27.736666666666668
4875,2023-05-08,27.9,7.7,14.4,24,Colombo,1.184255492270136,YES,27.776666666666664
4880,2023-05-13,27.9,7.5,18.4,19,Colombo,1.184255492270136,YES,27.576666666666664
4881,2023-05-14,27.7,7.7,17.0,22,Colombo,0.9842554922701368,YES,27.556666666666665
4882,2023-05-15,28.3,3.0,15.0,15,Colombo,1.5842554922701382,YES,27.566666666666663
4883,2023-05-16,28.5,1.6,13.8,8,Colombo,1.7842554922701375,YES,27.586666666666662
4884,2023-05-17,28.4,2.2,16.1,12,Colombo,1.684255492270136,YES,27.576666666666668
4885,2023-05-18,27.9,3.5,14.8,11,Colombo,1.184255492270136,YES,27.540000000000003
4890,2023-05-23,27.9,0.9,12.0,6,Colombo,1.184255492270136,YES,27.326666666666664
4891,2023-05-24,28.1,0.0,12.5,0,Colombo,1.3842554922701389,YES,27.333333333333332
4892,2023-05-25,28.1,3.3,16.8,17,Colombo,1.3842554922701389,YES,27.37
4893,2023-05-26,28.4,2.5,16.9,18,Colombo,1.684255492270136,YES,27.416666666666668
4894,2023-05-27,28.0,4.2,15.5,18,Colombo,1.2842554922701375,YES,27.446666666666665
4895,2023-05-28,27.8,2.2,16.3,12,Colombo,1.0842554922701382,YES,27.466666666666665
4896,2023-05-29,28.1,3.9,12.9,14,Colombo,1.3842554922701389,YES,27.516666666666666
4904,2023-06-06,27.7,8.4,18.0,23,Colombo,0.9842554922701368,YES,27.589999999999996
4908,2023-06-10,27.8,7.8,20.8,20,Colombo,1.0842554922701382,YES,27.596666666666668
4913,2023-06-15,27.8,3.9,13.2,17,Colombo,1.0842554922701382,YES,27.490000000000002
4914,2023-06-16,28.2,6.0,21.3,24,Colombo,1.4842554922701368,YES,27.483333333333334
